x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
-1.27957697,-0.72574381,-1.84087423,-0.97587325,0.18483612,-0.85835778,0.02609105,-0.75538293,0.51765902,-0.62481858,-0.92323325,1.05364180,-0.94939889,2.63238206,0.70030988,-1.40666110,0.18676676,-1.35168461,0.49331790,-0.61151780,-49.35888894
0.92463368,0.39348539,1.39935544,2.07526087,-0.48388583,-0.32034731,-0.64693678,0.63517180,0.69822331,0.05963037,1.31739407,-0.68918782,1.73596380,0.19791078,0.42416595,-0.53523521,0.89519322,0.19759960,-0.65141800,1.04955272,105.81968217
0.66213067,-1.95208780,0.11351735,-0.58936476,0.30729952,0.81286212,-1.23781550,0.58831721,2.13303337,1.58601682,-0.20812225,0.84960210,0.35701549,-0.69290960,0.62962884,-0.62269952,-0.15178510,-0.49300093,0.89959988,0.28099187,221.42610735
1.90941664,-0.48712538,0.92617755,-0.23894805,-0.97755524,0.09933231,0.56296924,-0.86399077,-0.65064257,-1.39856757,0.27045683,-0.90756366,-0.57677133,0.75539123,0.75138712,-0.83095012,-0.59239392,-0.05023811,0.50091719,0.04852163,-41.46359094
-0.59939265,0.15039379,-0.83972184,-1.32023321,1.35387237,-0.11453985,-0.52575502,1.87617084,-0.75913266,-2.12389572,-0.89841467,1.83145877,1.17944012,-0.46917565,1.23781631,-0.57690366,0.34175598,0.49191917,-1.71313453,0.95042384,-180.74476887
1.14863735,0.69310561,0.20056920,0.43655980,2.05749547,0.02079371,0.06167985,-0.36702784,0.42881650,-1.01582182,-1.07213901,0.90393484,-2.36293244,-1.00973070,-0.72800294,0.08614388,0.17644156,-2.92135048,0.61915426,-0.82759022,15.82548967
0.58209770,1.08874862,1.22103370,0.32316771,-0.53270084,-1.16991684,-0.95943924,1.54324353,-0.37220678,-0.22648410,0.14088625,-0.14760259,-0.46603650,-1.59470307,-2.87226221,-1.11961743,1.88458631,-1.76843937,0.51360011,-0.48884942,8.99785640
-0.37283315,0.93259083,0.72238136,-0.56424760,1.20836623,1.02406253,-0.39963619,-1.76080881,0.22468473,1.72696385,-0.55185815,0.18455130,1.54210995,2.00609289,0.59252695,1.26258410,-1.41836573,2.55819929,2.06150358,-1.52565631,96.53042001
-1.88184905,-1.02767514,-0.12853751,-1.19363683,-0.25004651,0.28869363,0.09284490,-0.86617485,0.15985639,-0.54872491,-0.64622731,0.91915417,1.00058232,-0.67062021,0.26032184,0.42719436,1.26570784,1.77531089,1.39246530,0.96945720,-13.13542273
-0.18565898,1.35624003,-0.47917424,-0.03582604,-0.29900735,0.09176078,-1.19620662,1.00353290,0.81252582,-1.10633497,0.36139561,1.56464366,-2.61974510,0.82190250,-1.98756891,-0.64511975,-0.07201012,1.53803657,0.08704707,0.36163603,-9.12516816
1.75534084,1.36863156,2.06074792,-0.26940683,-1.38010146,-1.70338244,0.97157095,0.68605146,0.64537595,-0.24896415,-1.18325851,0.71754226,1.50235705,0.07409478,-0.05554770,-1.75873949,-0.96492346,-2.03923218,1.62861555,1.05842449,149.97417877
0.07685188,0.44194065,-0.13125697,0.95313663,0.10855971,-0.03322999,-0.65000258,1.41093238,0.16865467,-0.22485598,0.70821442,0.28712417,-0.61243737,0.36150353,-0.20811686,0.01884962,-1.09039908,0.23321613,-1.14372621,-0.09858813,-2.61208311
0.42545756,-1.15836469,0.78580016,-0.24717738,0.64084286,-0.57117899,-0.04771136,0.87736229,-0.00360254,-0.96697614,0.20838281,-0.68198425,-1.00162001,-0.28110029,0.57258278,0.02688584,1.50339830,-2.04173487,1.79768653,-0.22096417,-10.08068951
0.53665275,-0.75679509,-1.04691098,0.45588777,0.26859228,1.52846843,0.71895331,1.50133365,0.99604769,1.18570415,1.32819414,2.16500234,-0.64351823,0.92784013,0.50783576,-0.25083302,-1.42181067,0.55623001,0.05701312,-0.32267984,80.21226257
-0.16882172,0.23836898,-0.10444922,-0.65407568,0.95287455,1.61227826,1.16187830,0.50109417,-0.92735313,0.07005216,-2.70323229,-1.83063290,0.51120260,1.37365855,1.31491445,1.00104609,0.97519763,0.67787532,-0.13744851,0.18958162,-60.15309850
-0.03269475,0.66967255,0.38406545,-0.98572605,-1.03524232,-0.55364931,-0.08912004,-0.93987979,-1.30446950,-2.06744210,-0.06267910,0.50404652,-0.53025762,-0.79287283,-1.19787789,-1.05921352,0.36659825,0.95514232,-0.10703036,-0.51386692,-179.64711014
-0.13826430,-0.23413696,0.49671415,0.24196227,0.31424733,-0.90802408,1.52302986,0.76743473,-0.23415337,0.64768854,-0.46341769,-1.91328024,-1.72491783,-0.56228753,-1.41230370,0.54256004,1.57921282,-0.46572975,-1.01283112,-0.46947439,40.18373069
1.30714275,0.78182287,0.22745993,-0.68002472,0.47383292,-1.19130350,0.18463386,-1.32045661,0.25988279,-1.60748323,0.25049285,0.23225370,0.29307247,-0.71435142,0.65655361,0.29698467,-1.23695071,0.34644821,1.86577451,0.52194157,-14.30467534
0.56078453,-0.93782504,0.35778736,0.95400176,-0.23681861,-0.48536355,1.05380205,0.51378595,-1.37766937,1.08305124,0.57089051,0.65139125,-0.31526924,0.75896922,0.08187414,3.85273149,0.51503527,1.13556564,-0.77282521,0.51504769,-53.58484821
-0.53086877,1.84670733,2.52693243,1.06667469,0.14671369,1.20650897,1.04416088,-0.35929209,0.68189149,-0.48943944,0.82048218,1.16929559,1.38215899,0.64870989,-0.81693567,1.10870358,0.58392819,0.50727403,-0.16711808,0.59065483,152.35139477
0.78708460,0.41278093,-0.97468167,-0.07710171,1.45353408,-0.26465683,-0.82068232,1.89679298,0.96337613,1.15859558,-0.88951443,0.34115197,0.27669080,0.82718325,2.72016917,-0.75373616,0.82206016,-0.81581028,0.01300189,-0.24538812,73.07019215
-2.89625538,-1.03990593,0.99801011,0.87006773,-0.05761880,0.20109905,-0.13958963,-1.05341556,1.10818282,2.08837470,-0.19068240,0.49568189,0.15041891,0.36496100,1.05065440,1.91403135,0.61277391,0.21743287,2.40341559,-0.62376896,177.49414940
1.41222056,0.42830710,0.02421946,0.19438430,1.31759754,-1.00654257,0.45237180,0.98573000,-1.06239353,-0.07964139,0.57963317,-0.35316629,0.33848384,-0.29540141,1.13987856,2.58956364,-0.18714427,0.32579632,0.16846098,1.18738605,-87.36080686
1.04900923,0.60600995,-0.52272302,-0.54491909,0.15030176,-0.36361221,-1.40846130,1.75479418,-1.55662917,-0.70434369,0.21101747,0.39913611,-0.03763470,1.10330188,-0.05694562,1.69645637,-1.28042935,-0.09671311,0.11422765,-2.08192941,-174.77626659
-0.42940554,0.04059169,0.12522450,-0.71840727,0.27899416,-0.83534705,0.54329803,-0.66290092,0.04886007,0.12229750,-1.24386324,0.89492438,-0.29494968,1.24774207,2.14514913,1.74957674,-0.70199169,-0.69290520,-0.67349062,-1.40260527,14.24639855
0.07600539,-1.41371450,0.55832691,-1.09231276,0.39331784,0.19204912,-0.92067359,-0.90390764,0.16936082,0.53875599,1.09131012,-0.31640845,1.21309770,0.14171691,-0.30911646,1.23609318,-0.11122606,0.60913812,2.31932954,-0.73552994,65.31043095
2.29094257,2.43975241,-2.49940571,0.10420110,-0.09833963,-0.98859111,-1.64539875,0.56390912,1.02257043,-1.38957247,0.75892859,-0.06259313,-0.75396459,-0.28067508,-1.10358932,0.85341556,1.38427282,0.28119142,-1.69295681,0.59475434,-72.31290942
-0.34925770,0.43004165,-0.34865213,0.72762954,-1.99820068,0.91632767,2.07674798,0.23878916,0.38193545,-0.32163505,-0.07160126,0.05194589,0.73264008,-0.08071658,0.34648848,-0.19634985,1.03028345,-0.03722224,0.07863519,-0.25904215,33.48913347
1.66902153,-0.27272357,-0.33578470,-0.26888869,-0.02412509,0.19808476,-1.50314295,-0.05429487,-0.24574306,-0.25959135,1.84895609,-1.10652591,2.57335980,0.05921843,-0.14436041,0.69620636,-2.69688664,1.12656503,0.01392929,-0.23093453,-59.30786118
0.00304602,-1.48489797,0.16057398,0.54146273,0.39180401,-1.47891157,1.19064627,0.93431991,0.94955414,0.43693817,-1.17011303,0.75915516,-0.57651040,-2.59104229,0.18335992,-0.22476540,-2.55392113,-1.80198044,-0.54624445,-1.36687870,103.59669430
-0.11806853,-0.02286806,1.31711507,-0.39175815,1.52131605,0.99831090,-0.60782199,-0.50477492,1.29699455,-2.12185490,-0.23893210,-0.92241018,1.61537569,-0.32232047,-0.43162031,0.54673357,-0.99930223,-0.36682441,1.21715852,0.84062003,62.74256581
0.47146836,-0.51121568,-0.79047446,-0.15800790,0.07331797,-1.28996090,1.34542005,-0.12578692,1.59318663,1.88202450,-1.69246463,-0.42688107,-1.01210438,-1.65485667,-1.29507877,1.09419152,-0.98960482,1.52955032,0.82317058,0.05572491,182.17209066
-0.90938745,2.19045563,0.79103195,-1.06230371,-0.32206152,0.81351722,-1.40185106,-0.56629773,0.58685709,1.40279431,-1.55066343,0.47359243,-0.91942423,1.54993441,-1.23086432,-0.50347565,-0.99053633,0.06856297,-0.78325329,0.09965137,105.21238914
-0.42064532,0.40405086,-1.41537074,0.06023021,-1.16867804,1.14282281,-0.80227727,0.17457781,-0.16128571,-0.34271452,-1.91877122,2.46324211,-0.19236096,0.30154734,0.75193303,-0.07444592,1.88618590,-0.02651388,-0.03471177,0.25755039,-94.26188364
-1.43827798,1.08004807,0.11327041,-0.64354983,0.42359907,2.06252492,-0.66814409,1.28101636,1.87329778,0.91922893,0.48473282,1.02996082,-0.33477533,-0.40364846,-1.06753291,0.85277368,-0.44732190,-0.84635665,-0.95512258,0.06785551,169.07757836
-0.54685894,0.10643023,-0.57366201,-0.34268759,1.75227044,0.93567839,-0.54342477,1.50399299,-0.71284578,-0.03275327,1.24608519,-0.37144087,-1.40751169,-0.77781669,1.27155509,1.09150685,-0.25497722,-2.07339023,-1.11057585,-2.65096981,-83.93125288
-0.51604473,-0.30917212,0.93828381,1.44697788,0.88963080,0.08228399,-0.46227529,-0.47874862,-0.43449623,0.09612078,-0.18687164,0.19655478,1.03184454,-1.48556037,1.06548038,-0.89460730,0.22213377,-0.43973106,0.26705027,1.25575613,-9.49208200
-0.41528791,0.24822059,0.33849641,0.47897983,-0.97876372,-0.44429326,2.27069286,-0.84984437,0.18186626,0.63278187,0.07156624,0.33366211,1.03753994,-0.51001640,0.37730049,-0.85608383,-0.45936090,-0.47765745,-0.26987494,0.83033582,60.11151545
-0.20358036,-1.22394027,-0.37912774,-1.99373564,0.41901901,-0.70501186,-1.01475673,-0.76997323,-0.64927755,-0.58168091,0.33088023,0.37405657,1.22766899,-1.20964102,-0.05576908,-1.55589565,0.03408347,0.83352896,1.67257239,0.23378591,-101.46457199
1.40934744,1.45338448,-0.51728845,-1.00414077,-0.99835404,0.98432240,-0.36283856,-0.52286003,-0.44550252,2.29889812,-1.34445051,-0.76779757,-0.03468489,0.23421473,-0.21398884,-0.28178461,1.57957215,-0.91865195,1.55050049,-0.42018682,37.29886100
0.48918713,-0.24125765,0.35063010,-2.17266955,0.19049968,0.70945182,1.10969984,1.89988193,0.40981866,0.63472147,1.10708067,0.84742168,-0.53532819,-0.09053328,-0.43548637,-0.97452930,0.67257370,-0.12038116,0.33198033,-0.13263375,81.88340793
1.07250734,-1.96635659,0.53829608,0.86047349,1.60734558,0.49097495,-0.83920967,-1.10320837,-1.04480919,-0.36495273,0.30740670,-0.58307744,-0.16712171,0.28257995,0.73487779,-0.27681330,2.05620713,0.81573721,-0.24869113,-0.22125362,-66.91169385
0.54336019,-1.80488210,-1.66940528,-0.06607980,-0.38455554,1.00629281,0.57059867,0.04808495,-0.76325916,-0.66262376,0.63859246,-1.21101620,-0.65183611,0.04739867,-0.57689187,-0.90431663,-1.62754244,-1.66152006,-0.86041337,0.25972250,-142.76565038
1.17347386,-0.65135689,0.66288127,0.24075318,0.38115838,1.28975275,-1.29683195,0.58636402,0.39968795,0.18102156,0.30883301,2.60168311,0.56550965,-1.76076276,0.67318135,0.02127158,-0.52861668,1.70221494,0.75334162,1.23828307,60.98944185
1.37570681,0.01557905,-0.29756350,-0.63896175,2.25243581,0.98176549,0.12557645,-1.44005088,-0.17307182,-0.15005559,-0.99139235,-1.32308979,1.64201516,1.00981709,-0.32483138,-0.84696135,-1.09627509,-2.15339011,-0.68815035,1.59450506,-27.49883432
0.99204235,-0.89846798,-0.66809045,1.39020755,-0.30522470,-0.60951220,-0.75574516,-0.00911900,0.53650984,-0.17495976,-0.02502696,0.55781031,0.01035262,-1.31183623,-0.18697130,0.47469823,0.02818116,0.81776630,-1.06511366,1.08589557,-5.05987099
-1.33534436,1.08078073,0.17770100,0.27157884,0.68150070,0.02831838,0.61058575,0.45918008,0.55979045,0.38019785,0.42961822,-1.27674858,-1.08105654,1.05315285,0.02975614,-1.66096093,0.83392215,0.20768769,-0.03955515,-0.07016571,64.35612017
-0.02419561,1.18767939,0.40373009,0.87129730,-0.67774497,0.51390785,0.32435928,0.20115966,-1.17903979,-0.90370186,0.58669380,-1.34597968,0.12637958,1.93892900,0.17958178,-0.25890497,-0.46461730,-0.47490366,-1.00033132,0.28328787,-94.58918016
-0.25954668,1.08598212,0.51310580,-0.01941961,-1.06780292,0.95030759,0.61536748,0.80805780,-0.93543870,0.73881048,-0.22346598,-0.30317978,0.79994190,-1.61631061,1.71061337,1.83818368,-0.53596345,-0.34931680,-1.05368242,0.36728731,-27.79477602
-0.56018104,0.11732738,-0.82899501,0.82541635,-0.31026676,0.32416635,0.61037027,-0.59157139,-0.02090159,0.74729361,-0.21768120,0.81350964,1.30547881,0.02100384,-0.13014305,-0.20219265,1.27766490,1.09877685,0.68195297,0.54709738,0.71348062
0.28555407,0.08958068,-0.05489400,0.65590078,0.94752646,-0.77287767,0.64521559,-0.15127328,0.55560447,0.52112243,0.59355672,0.19473619,-0.01870876,-0.38851845,0.40705229,1.13377010,-0.19733842,-2.94038863,1.12411272,-0.19490828,80.64742690
-0.33381949,0.44771693,0.69695440,0.63805110,-0.62084760,-0.16814382,0.36964219,-1.12676747,-0.10730214,1.17312464,1.73251500,0.50084447,-1.80105773,-0.54267380,-0.47209058,0.14294309,-1.57087615,2.23130015,-0.78778375,-1.19392501,58.34171100
1.39200229,0.94077119,0.17989415,-0.60136764,0.55248995,0.22391413,-1.57050060,-0.22463315,-0.98962814,0.91831661,0.10537551,0.31978193,-1.59299373,0.44047474,1.36414043,-0.96834445,-0.98248739,-1.33402549,-0.01963780,0.55005210,-39.42281003
-0.55118572,-0.45322805,0.77836108,-0.71682232,0.63081168,-1.02418682,-0.00337446,0.95530521,-0.17018462,-0.81819888,-1.14168911,-1.86653662,-0.08268069,-0.12174751,1.85409257,1.47753008,0.69638745,-0.19365946,1.51344974,0.08840689,-12.88584752
0.67481949,0.49245126,-0.04946371,-0.63738713,0.47141556,-0.55222304,0.38240975,2.45530014,0.16645221,-1.12272202,-0.62314053,1.18901653,1.42050425,-0.57074629,0.63293182,-0.53099696,0.28916864,-0.55547712,-0.83235557,-0.63773998,-37.35755889
2.07540080,-0.40807537,0.28977486,0.32692737,0.77086519,-1.47858625,-0.32602353,-1.00808631,1.20121392,0.87112470,0.01841838,-0.21910053,0.82940558,-2.21113531,1.14375404,-0.35151348,-2.03812454,1.67643731,0.23561456,-1.87079192,171.22565694
1.37487642,-0.95332861,-0.18289644,0.88310978,-0.75179105,-0.42635760,-0.79919201,1.62467846,-0.48274352,-0.64596418,-0.29181127,-0.07783720,-0.18047991,3.19310757,1.14844571,-0.25235350,0.12267032,-1.56319081,0.29875291,0.32307927,-83.20558313
-0.06066081,-1.58413594,1.90119069,1.61222063,-0.71915332,-0.21113024,-1.51371439,0.50872502,-1.80313968,-0.70840677,-0.48306105,0.89683932,-0.26853065,-0.89119223,-0.98717953,0.89503831,0.26712665,0.14679301,-2.15181540,-1.58119070,-112.98063430
-1.86726519,1.08895060,2.31465857,0.04557184,0.18645431,-0.66178646,-1.61271587,-1.07774478,-0.47193187,0.68626019,-0.73036663,-0.65160035,2.14394409,0.63391902,0.85243333,0.67959775,0.06428002,0.21645859,-2.02514259,-0.71530371,42.16528041
0.59515703,-1.21418861,0.09699596,0.07580456,-0.32138584,0.41293145,2.09238728,0.79166269,-1.00601738,-0.81822068,-0.01224677,-0.67716171,0.97511973,-0.14705738,-0.56372455,0.62834551,1.15811087,-0.89725437,-0.82549720,0.62411982,-81.53250435
0.17136828,-0.71984421,0.73846658,-0.67692200,-0.30921238,0.33126343,-0.30110370,1.05712223,-1.47852199,-0.11564828,0.32408397,0.61167629,1.03099952,0.93128012,0.97554513,-1.76304016,-0.46063877,-0.38508228,-0.83921752,0.34361829,-100.31363301
-0.95554044,-1.42225371,-0.12791759,0.07736831,-0.19033868,-0.87561825,0.20346364,-1.08154800,-0.75635075,-1.60644632,-0.00797264,-0.86128420,1.52312408,0.53891004,-1.38279973,0.88163976,-0.64657288,1.47994414,-1.03724615,1.68714164,-134.97051415
-1.12905177,0.71299843,0.72167206,-1.08106333,-1.25111358,0.92402702,0.48937456,-0.37482081,-1.22212781,-0.52452027,-0.36096617,0.61593561,0.59310126,-0.30954644,-0.18490214,0.44426331,-0.24032540,1.15932980,0.32613302,0.71095997,-81.28044087
-0.08310557,-1.45755150,-1.40631746,-0.16013280,-0.79602586,1.07600714,0.76005596,-0.75215641,0.08243975,-1.50472037,-1.87517247,0.67134008,0.21319663,-0.75196933,0.02131165,1.34045045,-0.30920908,0.11502608,-0.31905394,0.31917451,-74.15080283
-0.05952536,-1.24778318,-0.92693047,1.16316375,-0.60021688,0.06980208,-1.02438764,-1.43014138,-0.25256815,-3.24126734,1.44127329,0.01023306,-0.98150865,0.46210347,-0.38531360,0.13074058,1.63241130,-1.43586215,0.19905970,-0.44004449,-189.27393527
-0.22577630,0.11092259,1.46564877,-0.01349722,-1.95967012,-1.32818605,-1.42474819,0.37569802,-0.54438272,0.06752820,-0.60170661,-1.05771093,0.82254491,-1.22084365,0.19686124,-0.29169375,-1.15099358,1.85227818,0.20886360,-0.60063869,6.80540092
0.03526355,-0.22096960,1.96472513,-1.51519106,0.31125015,3.07888081,0.21397991,0.75750771,-0.11232805,-0.69972551,-0.27505170,1.36687427,1.64496771,-0.24903604,1.11957491,-0.57581824,0.61416670,-2.30192116,0.57655696,-0.53050115,61.13766103
-1.71016839,-0.18398334,0.30780177,0.40825276,0.98269098,1.66547444,0.74326409,0.34758171,0.17086544,-1.34818542,0.19584526,-1.70258360,1.02915564,0.47259748,1.01437007,-0.77830473,0.01843393,-0.97837278,0.25602973,-0.53975968,-21.35960707
0.81080827,-1.66249199,-0.13430874,-0.30803428,-0.20922187,-1.68343819,-1.74853197,1.12670514,1.30434024,0.79348872,-1.10570467,0.77966053,1.31030875,1.39568381,-0.80587007,-0.41081429,1.03254620,-0.21492103,-0.56216803,-1.09096643,129.59838347
-0.39333881,0.04643655,0.36867331,0.24938368,0.18660912,-0.44643361,1.27845186,0.74625357,0.19109907,0.02874482,-0.30777823,1.57745328,-0.09529553,0.27902153,0.19408999,2.16325472,-1.35985614,0.21915033,0.60789651,0.64548418,33.57613552
-1.22429824,0.58857840,-0.13845598,-0.13401717,0.41953244,-0.88749218,-0.85052045,0.39467153,-0.58052345,-0.20902326,1.19663149,0.01468819,-0.78489831,0.64828043,-0.43745830,0.44460267,1.66990450,-0.60978290,-0.12094815,-1.19588306,-80.21676189
0.74212749,-0.84324660,1.63996453,-0.62264936,-0.03703680,-0.42930222,-1.60196581,-0.17588581,-0.24606249,0.07543364,0.04360245,0.19460746,-0.74247059,-1.32002251,-0.69242098,0.55148538,2.17094272,1.69505104,-0.61176909,0.12320481,32.91901455
-1.02651530,-1.52318690,1.07363175,-1.44801390,0.70835645,0.24380071,-0.70012081,0.37721188,1.19504663,0.13296967,-0.55519953,-2.19880596,0.44001445,-0.50205422,-0.56407863,-0.06575026,-0.55892185,1.88115707,-1.02123282,1.56552403,124.12525706
-1.51574411,-0.38770156,0.20292302,-1.37931923,0.22378795,-0.01642290,1.79587767,0.33445679,-0.61278869,1.54750520,-0.17694723,-0.73093004,-0.03312697,1.79455786,1.18839327,2.01020454,0.28586539,-0.79829724,-0.51761130,0.65854427,22.36120613
-0.45888426,0.88365994,1.68392769,0.49403019,1.17272902,0.54360015,-0.03850847,-1.57639216,-0.17262730,1.07868083,-0.62556270,0.26067377,-0.55030515,-0.67162337,-0.37061433,1.38009135,0.65232288,0.39580353,-0.02555407,1.47654035,86.04176671
-0.85715756,0.71400049,0.62566735,0.21409374,0.15372511,0.05820872,0.48247242,-0.07282891,-0.22346279,-1.07089250,-0.44651495,-1.24573878,0.17318093,0.38531738,-1.14297030,-1.51484722,0.47323762,0.85639879,-0.88385744,-0.84679372,-37.34310921
0.74791026,-0.91938459,-1.97929981,-0.46531046,0.46769317,1.08578632,0.23924686,-0.28600422,2.07408267,-1.07274303,-1.22954959,-0.10594835,2.64434335,-1.50297033,0.09798315,1.95834745,-2.53028752,0.49669922,0.25373966,1.10095963,69.97506244
1.32915253,1.44011722,0.64272276,0.84064355,-2.42387933,-1.58390282,0.70900376,1.80094043,-0.08973569,0.19652117,0.12810441,-0.65262398,-0.44618343,-1.88954073,0.76041466,-1.43077510,-0.67639230,-0.68105166,-0.45230632,-0.04015795,51.96245363
1.18703031,-1.14634539,1.10552593,1.61371127,-1.22760782,0.59740007,-1.14300491,-0.75427585,1.63343153,0.63873022,0.32135722,0.45353430,-0.24415664,0.96408717,0.70117274,0.32876241,0.30263547,0.42192075,1.18947049,-0.06413835,204.72923426
-0.11473644,-0.33450124,-0.79252074,2.12215620,-0.70766947,0.44381943,0.86575519,-0.65332923,-1.20029641,0.50498728,-1.26088395,1.03246526,-1.51936997,-0.48423407,0.77463405,0.40498171,-0.47494531,0.91786195,1.26691115,1.76545424,-94.07968571
-1.37961816,0.51308542,-0.97165673,1.18891337,-0.88187465,-0.16306696,0.86239347,0.51617829,0.95312505,-0.62671722,0.80040953,0.70830385,0.35144821,1.07015024,-0.74490264,0.43192254,0.72509579,0.75429133,-0.02652126,-0.64148160,2.39548239
-0.15246984,-1.33123295,0.13354090,-0.00607091,-0.29027454,0.26739231,0.95670232,0.50799133,-0.78598946,0.70810868,0.38857860,0.83849077,0.08182936,-0.09888965,0.32169781,-2.15289059,-1.83620537,2.49299952,0.91907648,-1.10336661,-8.08906525
-0.39164857,-0.36961034,0.30805054,-0.90573230,3.13774853,1.05605681,-0.34319228,-0.02926281,0.62157189,0.26912694,-1.77303247,-0.65376634,-0.59566129,1.37443809,0.22323891,-0.05139372,0.37710039,1.26192150,-2.13567421,1.12605025,73.87225433
-2.84854262,-1.11966989,0.77169871,0.07682189,-0.42811516,1.50075979,-1.73971378,1.16082679,-0.36244094,1.14876570,-0.04692058,-1.28299222,0.99626682,-0.49375658,0.85022174,0.34650388,-1.29468148,0.47704083,-1.55658190,-0.46770120,-3.69515929
-1.12970685,-0.79689526,0.83569211,1.16778206,-0.43255819,0.39445214,1.44156862,-0.20304539,-2.47164450,0.52980418,0.08658979,0.25442084,0.33760266,-0.41187697,-0.42098448,-0.60398519,0.57707213,-0.15567724,-0.48760622,0.37114587,-128.68372985
-0.59937502,0.62284993,-1.59442766,-1.53411417,0.11567463,1.17929718,0.04698059,-0.14237949,-0.45006547,0.00524370,0.71161488,1.27767682,0.33231401,-0.74848654,0.06751848,0.51443883,-1.06762043,-1.12464209,1.55115198,0.12029563,-103.74917827
